,id,text,label,subtask_b,subtask_c
10117,17174,liberals really nuts,1,TIN,GRP
10118,36808,agree guess dems saying theyre worried october surprise fisa docs released leading electionmaga,1,TIN,GRP
10119,51090,work fine url,0,,
10120,37918,look antifa,0,,
10121,51230,youve lost mind shit unsanitary url,1,UNT,
10122,75052,maga much url,0,,
10123,51194,fkn deluded pal fatnixon digusting pig trump interview building ndtallest manhattan tallest,1,TIN,IND
10124,92380,freudian slip,0,,
10125,20645,brexit split conservatives labour remains devided leaderless subject tuc split across unions danger fragmenting surely way unite vote final exit dealwto remain meanwhile listen options evenly,0,,
10126,90061,believe serena would cheat yet even manager admitted breaking rules finest hour first temper tantrum calling umpire thief crossed line one apologize,0,,
10127,32502,prayers missed,0,,
10128,69758,mean logic behind claim means liberals felt man abuse women thats essentially saying conservatives right right,1,UNT,
10129,74923,whole republican gun control nonsense finally laid rest,0,,
10130,39599,george constanza famously said believe true lie jerryin situation could someone believe hero stopping conservative appointment thats liberals justify everything bad including violence,0,,
10131,65618,shit got dead eager ass boi,1,TIN,IND
10132,72126,wanna smoke weed dont unlike confidence dont need larger government tell tooth paste use lol always volunteer pay taxes oddly liberals first one complain others following,0,,
10133,10864,ever met woman guarantee would want slap shit total disgrace dumber box rocks,1,TIN,IND
10134,58079,cheap cheap istry bible quran really guts,1,TIN,IND
10135,99671,better take extra antidepressant cher done deal,1,TIN,IND
10136,59882,omfg right,0,,
10137,25390,holder evil hateful dangerous man hes real racist absolutely hates white people amp obama contributed race riots admin,1,TIN,IND
10138,37631,also whats bitches got bangs wasnt mistake excited,0,,
10139,73488,disgrace needs resign citizens maricopa county need start recall fubars general election waiting,1,TIN,IND
10140,20148,dont know dont really care,0,,
10141,91799,suck winning maga url,1,TIN,OTH
10142,75585,seeing,0,,
10143,29016,still cant read analog clock like takes like fucking minute process cant glance one like digital click,1,UNT,
10144,68950,georgia wants moral degenerates like paddle students,0,,
10145,58804,influential many japanese british acts influenced many foreign acts work producers touring records europe japan win legend award wmas,0,,
10146,19700,awb effect crime thats resigned law years signed allowed sunset also beginning end clinton corrupt administration love screech gun control means lose elections,0,,
10147,22197,didnt recognise without antifa bandana,0,,
10148,56146,shit getting hand,1,UNT,
10149,77983,cop gun control wouldnt mattered geez,0,,
10150,74379,trying shape opinion mockingbirdmedia worse read comments failed miserably maga greatawakening thestorm wethepeople wwgwga draintheswamp releasethevideo mockingbirdmedia fakenews qanon qanonchan url,1,TIN,OTH
10151,96943,stronger gun control better leaving guns easy access gun control isnt gun ban,0,,
10152,64999,welcome dear url,0,,
10153,92481,excellent way antifa members take room temperature challenge,0,,
10154,10552,bar antifa sharpens stones buys silly string,0,,
10155,60340,sure advising everyone must evacuate,0,,
10156,54247,really bad dont eat waiter asks obliged say lovely remember always get kebab way home,0,,
10157,46424,shouldhave tried perhaps bjp rss connection could fixedmasters would happy dhanya,1,TIN,IND
10158,73551,fight see gun control control,0,,
10159,37081,understand regulations work understand government cant control everything understand regulations stopped business growth trump isnt politically correct get whats right america,0,,
10160,32464,geei wonder drainthedeepstateswamp wwgwga qanon maga url,0,,
10161,56970,tell micheal wethepeople thegreatawakening maga wwgwga qanon walkaway walkawayfromdemocrats midterms confirmkavanaugh fisa economy url,0,,
10162,47001,hungery,1,UNT,
10163,58293,fast furious,0,,
10164,19985,conservatives really need come something better excuse besides worn hillary clinton ive never defended either clinton trumps undereducated base consistantly assumes ones clinton thats ignorant,0,,
10165,27042,really consider conservatives knocking doors talk people quebec asking conservative presence theyre well known send make conservatives known,0,,
10166,95499,pick one url,0,,
10167,71414,america first maga magic,0,,
10168,26430,dying slow death shame,1,TIN,IND
10169,77032,great information husband smi thankful many heartbreaking diagnosed almost yrs ago dont seem made much progress time learned lot thank,0,,
10170,59050,antifa turned,0,,
10171,98661,good know theres always second option,0,,
10172,52700,rino like mccain unelectable arizona,0,,
10173,29384,liberals holding info case president trump declassified fisa documents fighting fire fire,0,,
10174,22867,republicans weak quasiconservatives best,0,,
10175,13401,good people side white supremacy good people sides donald trump referenced media purposefully ignored sides removal historical monuments nothing kkk antifa,0,,
10176,60075,time take people take power hurt ptotus people abusing power given trust maga qanon wakeupamerica url,1,TIN,GRP
10177,18964,gov brown needs class maga also need swift kick pants insulating,1,UNT,
10178,36589,stark reminder trying con chequers bit waters back good enough appeasing good look,0,,
10179,88494,sick puppy normal teen boys dont attempt rape predatory behavior prob isnt isolated behavior,0,,
10180,11257,basically saying code even though nevertrump spoiled little rich girl andover secretly want date mark hope wife family okay stands sad endeavors url,0,,
10181,81430,america better swamp crud like,1,TIN,IND
10182,17600,disgrace united states america,0,,
10183,40097,wind cheeks,0,,
10184,60707,bad behavior like never acceptable,1,UNT,
10185,58360,even reason last thing mac would want would everyone harassing shit already grieving cmon dude,1,TIN,IND
10186,24756,nominated still mum awards kindly vote url super host ganikalinaaisha url,0,,
10187,87478,james wickstrom rip gun control enemy land url url,0,,
10188,19935,nanos poll liberals conservatives numbers reversed trudeau boondoggles destiny continued opposition,0,,
10189,71819,sad many liberals seem love firing shots allies saw bernie sanders supporters calling uncle tom supporting hillary made argument shade hopefully dont block respect opinion,1,TIN,GRP
10190,10641,still excuse parents using amp using,1,UNT,
10191,17092,sorry feeling sick hope get better soon,0,,
10192,56265,send resistance antifa members along democratic party since wanted anyways,0,,
10193,35195,definitions liberals dangerous exculpatory,0,,
10194,13821,well shooting shot,0,,
10195,57395,ukus deepstate nukes intercepted heading cities skynews skypapers bbcdp lbc lbclive talkradio altnews brexit remain london cityoflondon news breakingnews uknews labour tories trump toryparty ukip conservatives christians qanon url,0,,
10196,91029,another win common man morealligatorgreedannulled maga federal court handed victory students suing education secretary betsy devos efforts dismantle protections fraud forprofit colleges url,0,,
10197,30787,interesting state illinois,0,,
10198,23438,address lost offering issue please community manager please tell whats get offering due full consumables,0,,
10199,64066,liar doesnt even remember says right,1,TIN,IND
10200,11069,another phoney poll fakenews,0,,
10201,45799,suckers paying early access game theyll hate week,1,UNT,
10202,33076,take stupid whole new supersized level,1,TIN,IND
10203,48632,well gun control fighting past like years,0,,
10204,12248,part problem racist wanna address,1,TIN,IND
10205,88063,much promise money extranew govt took back million promised new affordable homes stop right buy created housingcrisis little late url,0,,
10206,39461,gun control use hands,1,UNT,
10207,70250,another nail coffin nfl,1,UNT,
10208,63194,alone,0,,
10209,95347,cits living amp paying tax vote generallocal elections cits yrs promised vote conservatives manifesto vote leave broke electoral spending law amp police involved russian paid aaron banks amp interference campaign,0,,
10210,38641,senate supreme court granted much power url tcot maga rednationrising,0,,
10211,49000,whats point saying gun control isnt protecting children something might happen one day therefore adopt style gun culture,0,,
10212,23104,theyre liberals,0,,
10213,87873,nobody voices opinions country louder conservatives idk fuck hes,1,TIN,IND
10214,76654,love beautiful bitch rawr,1,TIN,IND
10215,74675,trust lol,0,,
10216,29674,accuser didnt time delete radical leftist tweets,0,,
10217,15667,realitycheck cpc conservatives ninja warriorheathermallick opinion cpc beware meet maxime berniers new hardright url via,0,,
10218,34316,useless hope plenty paper towels cant act like grown,1,TIN,IND
10219,35388,serena constantly berating guy games even said would never work one matches third warning completely justified saint sad champion lost cool badly,0,,
10220,55536,touch really,0,,
10221,90784,stay safe inspiration practice kung skills ever show,0,,
10222,20710,baby brennan boo dont security clearance get lost brennan,0,,
10223,79269,hmmm almost like gun control laws dont work means must something guns problem,1,TIN,OTH
10224,97499,lmfao antifa cry babies give pacifiers back,0,,
10225,89946,dead party,0,,
10226,28509,sessions job deep state rino like,1,TIN,IND
10227,60121,true baby one baby,0,,
10228,31646,mon bye bitches suffisait,1,TIN,GRP
10229,14668,coward goes countries peaceful humane perceives weakness loves putin kim jun tough guys like high school wants tough guy bullying soul,1,TIN,IND
10230,41412,funny liberals love presidents,0,,
10231,26979,gutirrez joke dress full,0,,
10232,18226,lies maga makeamericagreatagain theresistance url,1,TIN,IND
10233,27366,guy absolutely slick thinks,0,,
10234,10496,ive friended zerin since left bangladesh bright young lady,0,,
10235,43311,republicans dont believe expanding government conservatives want shrink government fake conservativeyou treasonous fraud enjoy russia,0,,
10236,11200,least honest wanting nationwide gun ban give credit place show gun control works environment controlled access course gun control works access place metal detectors,1,TIN,GRP
10237,24502,didnt sound bitter main message recall american values urge people quit complaining vote,0,,
10238,37406,pretty sure conservatives taking cues rightwing government wants make handshake mandatory naturalisation ceremonies url,0,,
10239,10161,jeff think following mccains footsteps good idea known traitor walk away demonrats resistance party liberals evilness confirm kavanaugh,1,TIN,IND
10240,79489,trying hard create racist agenda,0,,
10241,99456,last thing parents need learn liberals ethics raising child,0,,
10242,11971,epitome class big fat class,1,TIN,GRP
10243,91000,howre going communicate customers,0,,
10244,65454,absolutely right,0,,
10245,87688,one trumps border control agents serial killer maga url,0,,
10246,33270,aaaah thank,0,,
10247,14318,fucking gods,1,UNT,
10248,65600,jimbo didnt want play url,0,,
10249,45838,definantly,0,,
10250,13632,god save united states travesty happens second time one hopes voters learned lesson first time,0,,
10251,16150,yes,0,,
10252,37945,yet siding still wanting believe trust remember broken promises remember treated students one answer vote put power jcpmnow,0,,
10253,23112,nra supported gun control targeting black panthers defending black neighbourhoods police brutality,1,TIN,GRP
10254,61392,thats southern california considered central california great gun control laws work isnt,0,,
10255,97722,based gods sake,0,,
10256,20447,want gun controlbut slippery sloop dimms proven time time give inch take mileask prz reagan made deal dimmsthey said sign bill amnesty first back comprehensive immagration reform url,0,,
10257,45744,buh really know would know khabib guyyyy gonna make humble,0,,
10258,95643,republicans fall right line say serious accusations must postpone vote hear many republicans interested conservatives,1,UNT,
10259,34663,best people maga,0,,
10260,49119,eminem may angry old man yelling young people really wouldnt care unless would dressed roblox character rapping,1,TIN,IND
10261,29977,evidence trump didnt collude russia duuuueerrrrhhh said somaga url,1,TIN,IND
10262,82875,pass new law sexually assaulted one year come forward shut brave larry nassar victims years report democratic fakenews women fake need protection maga trump wwgwga qanon kavanaugh,0,,
10263,39133,think informatin right,0,,
10264,74220,tweet deleted,0,,
10265,66289,never get straight answer gun control group question like,0,,
10266,61736,weird,0,,
10267,13167,looked antifa recruitment centers welfare offices maybe one tents thought,0,,
10268,66001,mediabias persecution conservatives ignore criminality democrats obscene reason people call cnn msnbc fakenews,0,,
10269,84880,standupbrexit results ballot box clear prime minister listening electorate getting best deal britain url,0,,
10270,21601,conservatives try get votes promoting freedom getting government lives deep state dems try get votes triggering mass shootings scaring people voting right actually defend taken away,0,,
10271,80198,tories labour conservatives conservatives url huge impact building affordable homes thousands people across country desperately need david orr chief executive national url,0,,
10272,79498,lets hunt,0,,
10273,20218,wherever place belong url,0,,
10274,64937,war conservativeswar unborn babieswar educationwar civility url,0,,
10275,75505,lack made sex playlist baby wam wherever get ready get pregnant cause wow,0,,
10276,12233,nothing happening behind closed doors end left months later overdosed none arianas business responsible,0,,
10277,97556,destroyed chance adopt kreamy tonight exotic looking sweetheart friendly children good female cats one picked last night hoping someone step tonight url url,0,,
10278,45720,anything wouldnt state law hes running federal office thinks texans moronsabout illegally claiming government office sending summons money maga texans,1,TIN,GRP
10279,41850,currently helping customer potion help mane loss,0,,
10280,51370,merely legacy colonel url,0,,
10281,49407,shes liberal disagree one thing determine terrible person remember liberals talk high horses superior morality,1,TIN,GRP
10282,50235,reason url,0,,
10283,87301,interferes antifas goals want feared,0,,
10284,94117,thank chase miss anything know supposed love moon,0,,
10285,70977,anti trump shes racist race baiter better alex jones crazies,1,TIN,IND
10286,77450,followed congrats nra trumpman maga url,0,,
10287,79641,need look twitter feed little bit closer neither republican racist thats thing liberals say people dont agree far hillary clinton evidence already presented obama gave pass,1,TIN,IND
10288,18994,somebody get cry room,0,,
10289,50831,may texan certainly shaping dem party better,0,,
10290,72558,city people dont fuck doesnt quite ring,1,UNT,
10291,33719,give man shovel,0,,
10292,44348,dana politics feinstein number one goal gun control look california track record hes going get confirmed,0,,
10293,42502,dont want accept results election welcome leave country would make happy fear mongering interrupt enjoying widespread posterity nations history,1,TIN,IND
10294,37038,course anthony,0,,
10295,55125,said conservatives passionately complained deficits driving speeding dump truck suddenly subject thats thought conservatives complaining well,0,,
10296,73966,life saver url,0,,
10297,20128,shes gorgeous,0,,
10298,46158,silly rabbit laws rules arent liberals,1,TIN,OTH
10299,79786,funny scared pigs could plot next childrens book,0,,
10300,81024,crying pic tum rhi,0,,
10301,12482,one threatening ploy sympathy attack conservatives,0,,
10302,18381,little note bible ever read says holy spirit fight devil lie claim holy human holy way dare blame devil new name pope false prophet,1,TIN,IND
10303,93585,call kid certain one seems annoy sat joking make better,0,,
10304,93262,dont think politics dabble,0,,
10305,66566,cant leave fast enough conservatives like caused much frustration among rinos backbone propelled presidency,1,TIN,IND
10306,76677,trudeau claiming conservatives didnt instead busy last years trudeaumustgo liberalsmustgo gonein,0,,
10307,47412,liberals always play victim url,0,,
10308,30790,least know president gay obama,0,,
10309,17531,victorias secret wont sponsor trump hope realize much crap trump sold antifa url,1,TIN,GRP
10310,42353,time liberals think going get win tune head cheerleader realize latest bombshell nothing back miserable existence eating chunky monkey racist watching netflix,1,TIN,GRP
10311,82164,always sametrash trump amp conservatives stopped watching american amp going movies discovered wonderful foreign television shows albeit many subtitled favorites amp always good oldfashioned reading amp music amp creative endeavors,1,TIN,GRP
10312,74243,sesamestreet mean expect see outraged conservatives burning childrens toys protest big bird snuffy always thought little something going,0,,
10313,49109,well tje liberals socialists made drug addiction fashionable doable free supplies bout diabetics face ongoing supply costs forced pay losers,1,TIN,GRP
10314,77902,hillary condemns kavanaugh bill clinton accuser responds url via,0,,
10315,25007,says fat antifa member,1,TIN,IND
10316,12703,millions conservatives marching polls,0,,
10317,88716,paytoplay gofundme liberals societys bottom feeders freakyford url,1,TIN,GRP
10318,99630,westminster tories absolutely pathetic appeasement,1,UNT,
10319,91409,scary super experienced knowledgeable members antifa match sarcasm serious question left leaders manipulate unintelligent inexperienced youth groups form taking advantage abuse unwary weak url,1,TIN,GRP
10320,22629,liberals,0,,
10321,49815,youve got nerve pointing finger states murder rate hows gun control working,0,,
10322,74426,another typical liberal espouses gun control uses hate bullying,1,TIN,IND
10323,21917,listen dana show podcast,0,,
10324,36031,dont bury lead fam nothing gun control laws everything demographics cities,1,TIN,GRP
10325,15703,thank daughters future,0,,
10326,56957,fuckidng pretty perhaps shed tears url,1,TIN,IND
10327,91450,thats answer shut fuck join antifa loudmouth punks,1,TIN,IND
10328,68498,gun control isnt solution though,0,,
10329,74372,theres murder gun deaths states strictest gun control ignorant fact make,1,TIN,GRP
10330,51253,victim demanding drag confirmation hearing refuses participate comes violent liberal antifa party kkk hoods beat total stranger amp funded dems violent party ever amp want believe care,0,,
10331,47998,meet walter walter likely magawalter believes lies told daily imaginary walkaway talked community color fakenewswalter understand minorities penchant remembering themwalter eats toenails url,1,TIN,IND
10332,99092,started since game dont worry gets start change faith browns winner nothing current starter back nfl,0,,
10333,24672,useless try hard comedian love preaching hate much hate guy loved president maybe infatuated guy must dream,0,,
10334,79867,funny compare pediphiles protectors satan,0,,
10335,95116,endorse sandwich could catch imprecation like blow fuck old boots dont worry igor strict instructions eschew virgin partaken crops,0,,
10336,55095,gets endorsement nations largest gun control group url,0,,
10337,28156,yes democrats longer care bout constitutional laws citizenstheir new pets illegals drug dealers murdersers thieves rapists muslims antifa lgbtq anybody hates americatheyre batshit crazy,1,TIN,GRP
10338,54334,california strict gun control laws almost criminals dont care laws,0,,
10339,49499,man sucks unreal,1,TIN,IND
10340,78399,whoa angie back logic youre going confuse liberals,0,,
10341,46130,sfos hes going away like non electable maga mega,0,,
10342,48882,buck buttercup,0,,
10343,21592,much alone whole worst enemy type deal,0,,
10344,18554,rephrase something went trying cover lameuser story thought house bullsht obviously blatant lie url,0,,
10345,13519,dont liberals want lower voting age,0,,
10346,59367,heres another looney left person away,0,,
10347,18103,wow destroying life guy filed case father going court get summons already stretched seems like done something wrong police shld take matter forward whoever guilty shld punished,1,TIN,IND
10348,53181,says wakes sleep thinkin gonna get trump needs psychiatrist asap,1,TIN,IND
10349,42319,life born like gun control health insurance everyone,0,,
10350,43944,relevant whatsoever might well let know someone pack smokes pack beer fridge dipshits ittabloid garbage ffs,1,TIN,OTH
10351,61147,pope may stepdown,0,,
10352,50414,must becos site thinks teli real antifa teli weebtifa,0,,
10353,87405,dont anymore excuse fuck memes,1,UNT,
10354,42537,mueller proves judicial system weaponized democrat special councils charge republicans play game republican special councils charge democrats right balls court republicans maga url,1,TIN,GRP
10355,38262,yes,0,,
10356,85262,serial rape didnt seem problem liberals bill clinton hillary enabled figure say hypocrisy,1,TIN,GRP
10357,40019,get still profoundly ignorant,1,TIN,IND
10358,94534,hate speech maga drain swamp,0,,
10359,63019,funny problem sleeping way congress,0,,
10360,29985,justify death racists amp bigots theyre excuse well weed criminal amp deserved murdered wait till excuses start,1,TIN,IND
10361,12719,pope complicit make mistake anyone harms child,1,TIN,IND
10362,34521,least got experience though born missed great decade increasingly worse shit show since lol,1,UNT,
10363,16450,trumps lies grown far frequentand dangerous mother jones url truth decay maga doomed,1,TIN,IND
10364,69688,answer difi antifa democrats sense decency remaining,0,,
10365,68388,kavanaugh debacle given great number new accounts mute maga side blue wave side seems nobody stops thinks argument help side harm,0,,
10366,42566,cult religion,0,,
10367,49310,voting strategic comment whiteness meant show white liberals ignore fact making blanket aasertions voting amp turn criticism biden opportunity lecture ppl safe states must vote dem inane,0,,
10368,73788,seems christine ford antifa member wiped social media accounts involvement leftist vandalism california,0,,
10369,18639,juxtapositioning next conservatives think shouldnt investigated interested slanted actual justice url,0,,
10370,19629,tea party symptom cause started jerry falwell moral majority formed gop aligned social conservatives rather sticking fiscal conservative platform tea party grew,0,,
10371,84132,wish short oof tall okabe size rluka lol url,0,,
10372,11856,liberals drink koolaid live bubbles think lot people like could see clownish look act,1,TIN,OTH
10373,21722,,0,,
10374,69441,fuckin poisonous group people soon someone hands hat propeller top find another company work lemmings,1,TIN,GRP
10375,12310,conservatives quit rather fight betray every claim cons patriots amp fight constitution reveals extremism amp defeatism dems know win stick together history proves,1,TIN,GRP
10376,17057,fake news spewing lies patriot voters approve kaepernick socialist nike ads,0,,
10377,36569,wouldve vice presidency via tim kaines antifa son,0,,
10378,63296,easy say gets brownie points without negotiating goes sour gets accuse federal liberals hates good politics dougie,0,,
10379,82496,another perfect teacher,0,,
10380,89369,far right making noise antifa burning schools attacking people deal reality,0,,
10381,24575,lets stretch bitches,1,TIN,IND
10382,83918,pope dope,1,TIN,IND
10383,63685,may far gun thing goes shows total distopia result gun control criminals corrupt cops guns mexico average citizen complete mercy,0,,
10384,83443,yeah officer wants watch career shitter,0,,
10385,93958,name justice demands innocent,0,,
10386,62148,says deeply religious say religion satanists religious peace,1,TIN,GRP
10387,56399,ownthelibs interesting documentation reactionary behavior conservatives url,0,,
10388,77041,amazing alex infowars,0,,
10389,71433,fuck detect attitude text bubble,1,UNT,
10390,69853,going backfire liberalsbadly guessing feinstein fixing retire sink,0,,
10391,29195,dont recall president ever taking random questions long period time answering almost everyone liberals accuse king tyrant pretty accommodating,0,,
10392,22149,perhaps also forgotten url,0,,
10393,85376,chelsea clintoncfr,0,,
10394,43102,thank america respected maga kag voteredtosaveamerica,0,,
10395,73528,yes got twitter account follow,0,,
10396,55808,dave every right exact wrong side argument,0,,
10397,40944,conclusions says paper know experiments like creationist blindly believe news says like catholic beliees every word pope,0,,
10398,54939,makes sense qanon maga walkaway url,0,,
10399,99078,shit,1,UNT,
10400,36167,eye want rice lmfaoooooooo,0,,
10401,16803,ron desantis cheesy ass maga commercials cringeworthy,0,,
10402,71527,fuck killing lately,1,TIN,IND
10403,31077,hectares cultivated poppy opium grew exponentially like never obama thou bet celebrated troop retreat myanmar made much money opium theyre building bigger totally modern port,0,,
10404,70010,god take care never totally,0,,
10405,89572,usual poll outlier polls asking questions lol,0,,
10406,44826,problem people read shit cunt already think rednecks retards already support believe fake news,1,TIN,GRP
10407,77146,surprising fast reagan passed gun control cali black panthers armed,0,,
10408,69245,draw straight line btwn ppl think truthful msm lies kavanaugh treated unfairly codywilson set zimmerman right wall good refugees terrorists blacklivesmatter racist reverse racism real kap disrespectful maga,1,TIN,GRP
10409,43388,hope full pot holes smells like shit,1,TIN,IND
10410,72446,sex games make feel like youre actully sex ign would describe really makes feel like youre fucking whore alleyway,1,UNT,
10411,77762,sexistcould crazy gentlewoman lulz,0,,
10412,75997,mean exactly like conservatives attacking current victim,1,TIN,IND
10413,83231,suggesting fall certainly support liberals visve democrats agenda read tweets right vote gop,0,,
10414,97842,awesome every antifa initiation,0,,
10415,86747,says shes republican mold lincoln reagan supports gun control,0,,
10416,65284,tories labour conservatives conservatives url today announce new longerterm partnerships opened ambitious housing associations groundbreaking billion initiativethe first url,0,,
10417,57742,new brunswick may want encouragement url,0,,
10418,90713,one serious question though wondering liberal men actually balls birth defect would ever happen left right went lgbt front lineantifa next,0,,
10419,42778,idc suck wanna fuuun,1,TIN,IND
10420,57526,antifa altleft richard simmons stalker,0,,
10421,84246,follow maga patriots,0,,
10422,48992,thank president please declassify docs closer election see corrupt dems maga,0,,
10423,41808,liberals evolutionary biologists really talk like hillbillies trying sound superior,0,,
10424,76880,hisself committed somewhere,0,,
10425,23960,obama owns antifa blm still want discuss rise radicalism,0,,
10426,29236,wiiu even real console,0,,
10427,58125,never stop winning qanon maga wwgwga winning url,0,,
10428,25476,really read blake said another man completely missing point,0,,
10429,20965,beautiful model amp hws jealous agree kendall stay amp phony plastic surgery like sisters dont event recognize khloe anymore kylie needs stop wfillers shes pretty amp overdue,0,,
10430,55224,tired spicy know far right includes literal murderers far right terrorism rise antifa bad think broke window,0,,
10431,11950,vote god sake move non issue months allow libtards veer trap harden fuck lets seriously kavanagh scotus maga,1,TIN,IND
10432,85283,antifa domestic terror organisation though,0,,
10433,84359,basic argument canada passed gun laws gun crime stop therefore gun regulation ineffective source grand claim gun control expensive failure measurable effect crime article gun advocate gary mauser,1,TIN,GRP
10434,84187,gun control people believe legal owners following current laws fools making citizens usa defenseless,1,TIN,OTH
10435,22188,talented person ever met life please stay healthy get sick extraordinary shines light love much baby,0,,
10436,19729,deeper get less likely scrap even stop need scrapped wasted contracts signed,0,,
10437,83522,another russian mod maga fail url,0,,
10438,99586,son please dont make cry today never saw shit,1,UNT,
10439,10332,mediatoo selective putrid outrage conservatives liberals want know moral kavanaugh repub stand url,0,,
10440,39056,sick fuck like quick fuck,1,UNT,
10441,27416,communist elite roger goodell teaching lowlife ethics class daughters shameful shameless left wing nut ruining sport football instead teamwork values flag,1,UNT,
10442,73715,new interested link post url watch pursuit truth youtube easy follow enjoy show,0,,
10443,75187,abundantly clear lack common sense gun control measures wasnt real reason behind rather incompetent school board failure act upon reports poor staff security training,0,,
10444,48984,alienating supporters disgusted url,0,,
10445,35902,realize useless argument drunk drive get arrested youre punished kill someone drunk driving murder rules regulations safety precautions drinking owning operating vehicle need gun control,1,TIN,IND
10446,67707,house flowers shits crazy,1,UNT,
10447,74330,dick damn didnt know bhadbhabie actually bhadtranny,1,TIN,IND
10448,81591,things definitely fucked need state obvious like conservatives needed like liberals needed one without faulty,1,TIN,IND
10449,43880,cutest ever thank honey,0,,
10450,96175,last minute video absolutely priceless facts obama separated kids protests liberals silence url,0,,
10451,29446,price though probably way space,0,,
10452,97062,feel sorry liberals farleft hijacked name,0,,
10453,40470,except little attempted rape thing wonderful guy,1,TIN,IND
10454,91317,first law sensible fucking gun control,1,UNT,
10455,83143,trudeau reluctant deal involves dairy effectively removes large piece scheerbernier split unite conservatives insist trudeau spin trudeau evil empireand walk away suffer,0,,
10456,57421,qualified,1,TIN,IND
10457,12052,maxine needs consult shrink coz suffering trump syndrome,1,TIN,IND
10458,75875,one time engaged louise mensch said url russian russian registrar tried explaining internet works screenshots stuff got reply,0,,
10459,66322,looks like jokes liberals forttrump poland boomingeconomy url,0,,
10460,81551,holder known perjurer race baiting obama stooge nothing big says meaning,0,,
10461,41007,lying dont understand mind leftwing nutjob liberal cult money means nothing stopping trump means,1,TIN,IND
10462,17737,many products hit shelves first canada big economy fact world liberals thinking somehow could strong arm usa,0,,
10463,93871,stars liberals hindol sengupta url,0,,
10464,40507,must,0,,
10465,67428,love liberals say word debunked kind like hillary said said anger forosity knew meant bullshit,1,TIN,GRP
10466,50688,line sound familiar soon talk gun control typical nra funded gop response nra sponsored mass murder,1,TIN,OTH
10467,26126,good,0,,
10468,77015,sick corrupt ignorant moron,1,TIN,IND
10469,52509,democrats plan working,0,,
10470,15881,sheep cant speak guy telling say speaking bots think found url,0,,
10471,85765,looks like perfect illustration gun control letsgoshooting,0,,
10472,46226,hell think say ford mixed believed showing stunning ignorance issue partisan bias hasnt even heard ford say know horrible man,0,,
10473,40115,fall church rome,0,,
10474,58672,basically saying someone wanted float accusation without facing legal civil accountability turns beyond unethical,0,,
10475,23160,windrush victim campaigner sarah oconnor dies aged sad made womans live misery tory hostileenvironment url,0,,
10476,72536,keep putting violent liberal antifa kkk hoods beating strangers know nothing streets voters see voters love violence amp lunatic liberals minds take streets violent liberals,1,TIN,GRP
10477,25533,really gun control limits one capability personally safety makes even harder good people buy guns legally even make hard women obtain guns self defense keep simple background check system already,1,TIN,IND
10478,27335,god thing beto texas decriminalizing crossing border reasonable gun control texas citizens someone could get hurt citizens try defend poor arizona need beto,1,TIN,GRP
10479,74318,dont care good player owned club suspend year make train youngsters tell bad looks like set example,1,TIN,IND
10480,66464,alaye turn maga pay,1,TIN,OTH
10481,35874,conservatives would anything eliminate value laborers country people worked died holiday dont want see lost fake constitution worshiping people value constitution way far right,1,TIN,GRP
10482,10038,absolutely false know liberals remember doug ford trying save tax payersmoney,0,,
10483,62869,fact going vote yes kavanaugh makes think knows bribes work,0,,
10484,72630,mean think thats basically ideology boils conservatives like let sex crimes wife libertarians like let sex crimes everyone,0,,
10485,12789,chicago record number homicides gun control laws working,1,UNT,
10486,42141,push narrative remember place tell think well ill gladly hillary said deplorable irredeemable gropy joe said dregs society tells feel middle class christians conservatives votered,1,TIN,GRP
10487,83598,probably trapped mind palace eevery android model one,0,,
10488,48950,read straight white male forget partnered,0,,
10489,40371,following anyway,0,,
10490,38152,think hate america filled man dems hate america see yet walk runaway dems amp join patriots love live america maga url,0,,
10491,16385,markey issued tweet back nap think react fly poor leader word baker yet,0,,
10492,24349,hey ever find guns,0,,
10493,19303,hallo please find unroll thread moores failure deal foul smear good example new rules could apply firs fakenews maga url see soon,1,TIN,IND
10494,23502,good luck maga votered url,0,,
10495,60929,look kavanaugh stop shit maga url,1,TIN,OTH
10496,67975,awesome video alex jones invading capitol hill watch tells mainstream media fakenews wednesdaywisdom maga trump vaxxed readthebook cdcwhistleblower vaccineholocaust url,0,,
10497,90967,star review socialsurvey cristyn made buying experience easy enjoyable amazing lindsay cristyn dyess url url,0,,
10498,76070,guys conservatives nice would destroy,0,,
10499,80037,bring crucifixion know conservative garland would stoned death antifa,0,,
10500,17549,cuz none,0,,
10501,35559,levistrauss takes stand gun control sanfrancisco levistraussampcompany america safertomorrowfund url url,0,,
10502,51894,wont even start naruto cause much started anime hulu yesterday called coppelion thats one season thats speed lol,0,,
10503,29049,zombie walk little scary remember zombie said going eat shons butt,1,TIN,GRP
10504,36676,good evening brenda hardly see hope well amp everyone,0,,
10505,11337,great five stay thst spot permanently,0,,
10506,54757,think,0,,
10507,18131,irresponsible ktvu stoke hateful words demented governor disrespectfully spews potus people think jerry brown criminally liable many actions well responsible thousands oakland residents displacement,0,,
10508,11928,heard bert ernie merely allies active antifa friendship luxury oppressor,0,,
10509,80826,knew wouldnt like never ever thought every single republican sit let regarding everything mentioned tweet pretty,1,TIN,IND
10510,86356,far prepared take roger gather new antifa style hungerless hunger strike would consider actually eating anything,0,,
10511,93849,imo,0,,
